order_id,order_date,store_id,city,country,product,category,quantity,unit_price,total_amount,payment_method,order_type,customer_age,rating
ORD-155299,2024-07-06 13:46:00,KFC-002,Lahore,Pakistan,Hot Wings (5 pcs),Chicken,1,480,480,Card,Dine-In,26.0,3.5
ORD-192588,2024-03-30 19:38:00,KFC-002,Lahore,Pakistan,Mighty Zinger,Burgers,2,890,1780,Credit Card,Delivery,25.0,1.6
ORD-154357,2024-08-02 20:27:00,KFC-004,Rawalpindi,Pakistan,Rice Bowl,Rice,1,560,560,Cash,Dine-In,30.0,4.5
ORD-161862,2025-05-11 17:17:00,KFC-007,London,UK,Hot Wings (5 pcs),Chicken,2,480,960,Cash,Dine-In,30.0,2.6
ORD-179553,2023-12-28 10:07:00,KFC-004,Rawalpindi,Pakistan,Pepsi (Large),Beverages,5,220,1100,Card,Takeaway,57.0,3.8
ORD-101707,2025-01-15 12:40:00,KFC-004,Rawalpindi,Pakistan,Pepsi (Regular),Beverages,5,150,750,Card,Delivery,52.0,2.4
ORD-113547,20/08/2025,KFC-002,Lahore,Pakistan,Zinger Burger,Burgers,4,650,2600,CARD,Delivery,35.0,4.2
ORD-118952,2025-12-01 22:41:00,KFC-007,London,UK,Zinger Burger,Burgers,2,650,1300,CARD,Takeaway,63.0,3.5
ORD-132017,2025-12-09 17:05:00,KFC-003,Karachi,Pakistan,Dinner Meal,Meals,2,990,1980,CARD,,,2.4
ORD-145021,2023-02-28 22:01:00,KFC-003,Karachi,Pakistan,Boneless Bucket,Buckets,3,1650,4950,online ,Takeaway,62.0,2.3
ORD-142559,2024-04-13 14:46:00,KFC-001,Islamabad,Pakistan,Pepsi (Regular),Beverages,1,150,150,Credit Card,Dine-In,23.0,1.1
ORD-173629,2024-06-01 18:55:00,KFC-008,Manchester,UK,Dinner Meal,Meals,2,990,1980,Online,dine-in,33.0,4.6
ORD-182920,2025-07-21 13:50:00,KFC-005,Peshawar,Pakistan,Chicky Meal,Meals,4,750,3000,cash,TAKEAWAY,42.0,2.0
ORD-163611,2023-03-15 17:24:00,KFC-007,London,UK,Chicken Bucket (8 pcs),Buckets,2,1850,3700,cash,Takeaway,20.0,1.9
ORD-175448,2024-09-29 19:05:00,KFC-006,Dubai,UAE,Mighty Zinger,Burgers,2,890,1780,Cash,Dine-In,26.0,4.6
ORD-164139,2024-05-22 12:54:00,KFC-007,London,UK,Mighty Zinger,Burgers,5,890,4450,Cash,Delivery,35.0,4.4
ORD-177308,2023-05-07 12:19:00,KFC-006,Dubai,UAE,Fries Regular,,2,220,440,online ,Takeaway,41.0,4.8
ORD-176606,08/10/2024,KFC-006,Dubai,UAE,Regular Fries,Sides,4,220,880,Online,delivery,18.0,1.5
ORD-177312,2024/10/26 13:32,KFC-003,Karachi,Pakistan,Mighty Zinger,Burgers,3,890,2670,Credit Card,Takeaway,16.0,4.5
ORD-110134,2024-04-10 14:34:00,KFC-003,Karachi,Pakistan,Pepsi (Large),Beverages,4,220,880,Card,Takeaway,,1.2
ORD-191791,2023-11-24 10:45:00,KFC-006,Dubai,UAE,Fries (Large),Sides,2,320,640,Credit Card,Delivery,56.0,3.1
ORD-148750,2025-12-02 10:47:00,KFC-008,Manchester,UK,Pepsi (Regular),Beverages,4,150,600,online ,Takeaway,15.0,2.0
ORD-136599,2023-08-01 22:04:00,KFC-001,Islamabad,Pakistan,Mighty Zinger,Burgers,4,890,3560,cash,dine-in,51.0,3.3
ORD-180411,2023-12-23 19:46:00,KFC-006,Dubai,UAE,Hot Wings (5 pcs),Chicken,2,480,960,Online,,17.0,3.2
ORD-122172,07-05-2023,KFC-007,London,UK,Fries (Large),Sides,3,320,960,CARD,Dine-In,26.0,3.7
ORD-134355,2024-02-08 14:47:00,KFC-005,Peshawar,Pakistan,Hot Wings (5 pcs),Chicken,5,480,2400,Card,Delivery,34.0,4.2
ORD-134507,2024-10-07 22:12:00,KFC-002,Lahore,Pakistan,Mighty Zinger,Burgers,2,890,1780,,dine-in,48.0,1.9
ORD-199689,2025-11-23 12:56:00,KFC-001,Islamabad,Pakistan,Pepsi (Large),Beverages,2,220,440,Online,Takeaway,15.0,4.6
ORD-104226,2025-05-03 17:53:00,KFC-004,Rawalpindi,Pakistan,Hot Wings (5 pcs),Chicken,1,480,299,Online,Takeaway,63.0,2.7
ORD-145238,2024-09-16 21:24:00,KFC-008,Manchester,UK,Chicky Meal,Meals,4,750,3000,cash,dine-in,33.0,2.3
ORD-169810,2023-10-28 13:53:00,KFC-007,London,UK,HotWings,Chicken,3,480,1440,online ,delivery,18.0,3.9
ORD-123264,2024-09-01 14:57:00,KFC-006,Dubai,UAE,Fries (Large),Sides,4,320,1280,CARD,Dine-In,52.0,4.7
ORD-112710,2025-03-26 11:21:00,KFC-003,KARACHI,Pakistan,Chicken Bucket (8 pcs),Buckets,5,1850,9250,Credit Card,TAKEAWAY,44.0,2.4
ORD-162575,2024-09-10 12:22:00,KFC-002,Lahore,Pakistan,Rice Bowl,Rice,3,560,1680,online ,Takeaway,46.0,2.9
ORD-117639,2025-11-22 11:37:00,KFC-003,,Pakistan,Coleslaw,Sides,2,180,360,Online,dine-in,48.0,3.6
ORD-188288,2023-12-05 21:00:00,KFC-007,London,UK,Boneless Bucket,Buckets,5,1650,8250,Credit Card,,61.0,1.8
ORD-136238,2023-05-09 17:45:00,KFC-001,,Pakistan,Krunch Burger,Burgers,5,380,1900,cash,dine-in,51.0,4.2
ORD-186169,2025-12-18 19:50:00,KFC-007,London,UK,Rice Bowl,Rice,5,560,2800,online ,dine-in,36.0,2.0
ORD-164389,2024-07-17 20:13:00,KFC-008,Manchester,UK,Twister,Wraps,3,520,1560,Card,Dine-In,60.0,2.7
ORD-125493,2025-05-30 14:31:00,KFC-005,Peshawar,Pakistan,Coleslaw,Sides,2,180,360,Card,delivery,25.0,1.0
ORD-126433,2025/07/29 15:49,KFC-005,Peshawar,Pakistan,Fries (Regular),Sides,3,220,660,cash,dine-in,50.0,3.9
ORD-146411,2024-09-06 14:59:00,KFC-001,,Pakistan,Coleslaw,Sides,5,180,900,Card,delivery,39.0,4.3
ORD-172569,25-Feb-2024,KFC-002,lahore,Pakistan,Pepsi (Regular),Beverages,4,150,600,,delivery,20.0,1.2
ORD-171445,16/03/2025,KFC-008,Manchester,UK,Pepsi (Large),Beverages,4,220,880,cash,Takeaway,32.0,1.0
ORD-111584,2025-02-27 22:28:00,KFC-005,Peshawar,Pakistan,Krunch Burger,Burgers,3,380,1140,online ,Takeaway,21.0,1.6
ORD-183691,2025-04-28 21:39:00,KFC-008,Manchester,UK,Krunch Burger,Burgers,1,380,380,cash,dine-in,41.0,1.8
ORD-199024,2024-06-08 15:41:00,KFC-003,KARACHI,Pakistan,Twister,Wraps,4,520,2080,online ,TAKEAWAY,46.0,3.9
ORD-199918,2024-07-09 14:11:00,KFC-003,KARACHI,Pakistan,Krunch Burger,Burgers,4,380,1520,cash,Takeaway,24.0,3.5
ORD-104791,2024-09-18 11:41:00,KFC-005,Peshawar,Pakistan,Boneless Bucket,Buckets,4,1650,6600,,TAKEAWAY,64.0,4.7
ORD-134518,2024-11-13 18:10:00,KFC-003,Karachi,Pakistan,Pepsi (Large),Beverages,1,220,220,,Delivery,55.0,4.3
ORD-166678,2024-08-16 13:29:00,KFC-006,Dubai,UAE,Fries (Large),Sides,1,320,320,online ,TAKEAWAY,36.0,1.6
ORD-190051,2025-09-14 14:51:00,KFC-004,Rawalpindi ,Pakistan,Twister,Wraps,1,520,520,Credit Card,Takeaway,25.0,3.8
ORD-100289,2023-03-21 16:36:00,KFC-008,Manchester,UK,Boneless Bucket,Buckets,4,1650,6600,Card,dine-in,62.0,2.4
ORD-194271,2023-04-13 21:58:00,KFC-003,KARACHI,Pakistan,Pepsi (Large),Beverages,1922,220,422840,Card,Takeaway,24.0,2.9
ORD-126047,2023-04-16 21:03:00,KFC-004,Rawalpindi ,Pakistan,Chicken Bucket (8 pcs),Buckets,1,1850,1850,online ,Dine-In,48.0,4.7
ORD-106896,2023/03/26 12:47,KFC-002,Lahore ,Pakistan,Chicky Meal,Meals,1,750,750,Cash,dine-in,56.0,4.5
ORD-139481,2024-01-18 17:20:00,KFC-006,Dubai,UAE,Chicky Meal,Meals,4,750,3000,Credit Card,delivery,29.0,3.9
ORD-190364,2024-06-23 18:50:00,KFC-007,London,UK,Fries (Large),Sides,5,320,1600,Online,TAKEAWAY,15.0,1.1
ORD-141532,2023-07-01 20:58:00,KFC-001,Islamabad,Pakistan,Chicken Bucket (8 pcs),Buckets,1,1850,1850,Card,Delivery,62.0,4.2
ORD-102805,2024-10-14 15:05:00,KFC-003,Karachi,Pakistan,Krunch Burger,Burgers,1,380,380,Credit Card,Dine-In,59.0,4.3
ORD-178518,2023-07-16 20:02:00,KFC-002,Lahore,Pakistan,Krunch Burger,Burgers,1,380,380,Credit Card,delivery,48.0,4.9
ORD-165261,2025-01-18 10:13:00,KFC-001,Islamabad ,Pakistan,Boneless Bucket,Buckets,3,1650,4950,CARD,,25.0,2.6
ORD-122553,2025-02-02 14:58:00,KFC-001,Islamabad,Pakistan,Pepsi (Large),Beverages,4,220,880,cash,Dine-In,39.0,3.0
ORD-167196,2024-03-27 13:17:00,KFC-001,ISLAMABAD,Pakistan,Pepsi (Regular),Beverages,3,150,450,Cash,Delivery,25.0,1.4
ORD-161582,2024-06-15 13:01:00,KFC-008,Manchester,UK,Fries (Large),Sides,3,320,960,online ,,47.0,1.8
ORD-107099,2023-05-29 10:31:00,KFC-006,Dubai,UAE,Pepsi (Large),Beverages,3,220,660,CARD,,,1.7
ORD-195777,2025-07-19 19:20:00,KFC-004,Rawalpindi,Pakistan,Hot Wings (5 pcs),Chicken,4,480,1920,Card,Dine-In,30.0,1.2
ORD-108499,2024-09-14 11:54:00,KFC-005,,Pakistan,Krunch Burger,Burgers,3,380,1140,Online,Takeaway,62.0,4.8
ORD-109036,2025-12-01 21:21:00,KFC-001,islamabad,Pakistan,Chicken Bucket (8 pcs),Buckets,5,1850,9250,Credit Card,Takeaway,17.0,4.4
ORD-107440,2023-06-30 16:16:00,KFC-006,Dubai,UAE,Rice Bowl,Rice,4,560,2240,Credit Card,dine-in,25.0,4.7
ORD-136627,2024-05-02 22:25:00,KFC-006,Dubai,UAE,Pepsi (Large),Beverages,3,220,660,Credit Card,delivery,59.0,
ORD-104114,2025-02-20 13:07:00,KFC-005,Peshawar,Pakistan,Mighty Zinger,,3,890,2670,online ,TAKEAWAY,48.0,4.6
ORD-116723,2023-10-31 22:41:00,KFC-007,London,UK,Rice Bowl,Rice,4,560,2240,Online,delivery,64.0,3.8
ORD-197403,2025-11-27 11:28:00,KFC-002,Lahor,Pakistan,Chicky Meal,Meals,5,750,3750,Online,Dine-In,54.0,4.2
ORD-119407,2025-12-22 19:10:00,KFC-001,Islamabad,Pakistan,Pepsi (Large),Beverages,1,220,220,online ,Delivery,,4.9
ORD-153826,2023-12-30 21:16:00,KFC-005,Peshawar,Pakistan,Rice Bowl,Rice,1,560,560,online ,Delivery,35.0,4.8
ORD-116547,2025-08-11 19:30:00,KFC-001,ISLAMABAD,Pakistan,Boneless Bucket,Buckets,1,1650,1650,Card,delivery,24.0,1.5
ORD-188320,2025-10-06 21:13:00,KFC-007,London,UK,Twister,Wraps,5,520,2600,Card,dine-in,63.0,3.9
ORD-167798,07/04/2025,KFC-004,Rawalpindi,Pakistan,Dinner Meal,Meals,3,990,2970,Cash,TAKEAWAY,57.0,1.0
ORD-153404,2025-06-16 18:12:00,KFC-008,Manchester,UK,Pepsi (Regular),Beverages,5,150,750,online ,Dine-In,43.0,2.6
ORD-138604,2023-01-09 21:49:00,KFC-002,lahore,Pakistan,Zinger Burger,Burgers,3,650,1950,Credit Card,Delivery,45.0,2.9
ORD-114023,2023-02-12 17:37:00,KFC-007,London,UK,Dinner Meal,Meals,2,990,1980,cash,Dine-In,21.0,1.4
ORD-149682,2023-02-19 17:50:00,KFC-007,London,UK,Krunch Burger,Burgers,4,380,1520,CARD,delivery,49.0,1.3
ORD-152135,2024-11-11 12:21:00,KFC-004,Rawalpindi,Pakistan,Hot Wings (5 pcs),Chicken,4,480,1920,Card,TAKEAWAY,53.0,2.0
ORD-138786,2024-11-17 15:17:00,KFC-006,Dubai,UAE,Twister,Wraps,4,520,2080,online ,Takeaway,60.0,2.8
ORD-168646,2023-03-06 20:07:00,KFC-008,Manchester,UK,Dinner Meal,Meals,5,990,4950,cash,TAKEAWAY,60.0,4.1
ORD-161243,2025-01-12 20:11:00,KFC-003 ,Karachi,Pakistan,Boneless Bucket,Buckets,5,1650,8250,Card,dine-in,53.0,3.2
ORD-144644,2024-08-12 16:29:00,KFC-004,rawalpindi,Pakistan,Pepsi (Large),Beverages,2,220,440,,Dine-In,62.0,3.6
ORD-175763,2025-06-04 21:46:00,KFC-006,Dubai,UAE,Hot Wings,Chicken,3,480,1440,Credit Card,Delivery,46.0,3.4
ORD-170309,05/09/2024,KFC-001 ,Islamabad,Pakistan,Rice Bowl,Rice,3,560,1680,online ,Dine-In,23.0,1.4
ORD-124690,2025-09-30 13:58:00,KFC-002,Lahore,Pakistan,Mighty Zinger,Burgers,1,890,890,Credit Card,dine-in,28.0,1.9
ORD-178047,2025-05-01 12:57:00,KFC-002,lahore,Pakistan,ZINGER BURGER,Burgers,3,650,1950,online ,Delivery,52.0,4.1
ORD-146119,2024-02-28 14:02:00,KFC-001,Islamabad,Pakistan,Fries (Regular),Sides,3,220,660,CARD,TAKEAWAY,40.0,2.5
ORD-151035,2023-07-07 11:33:00,KFC-003,Karachi,Pakistan,Rice Bowl,Rice,5,560,2800,cash,Dine-In,44.0,4.1
ORD-151895,2024-03-08 10:54:00,KFC-008,Manchester,UK,Chicken Bucket (8 pcs),Buckets,1,1850,1850,Credit Card,delivery,25.0,3.6
ORD-148580,2023-06-07 15:47:00,KFC-007,London,UK,Zinger Burger,Burgers,2,650,1300,Cash,,20.0,4.6
ORD-105383,,KFC-001,Islamabad,Pakistan,Chicky Meal,Meals,3,750,2250,Credit Card,Delivery,35.0,1.5
ORD-122368,2023-04-12 17:41:00,KFC-003,Karachi,Pakistan,Chicky Meal,Meals,2,750,1500,Card,Takeaway,16.0,3.5
ORD-148810,2024-05-16 17:23:00,KFC-007,London,UK,Krunch Burger,Burgers,4,380,1520,CARD,TAKEAWAY,43.0,3.4
ORD-180591,2025-05-14 16:49:00,KFC-006,Dubai,UAE,Rice Bowl,Rice,4,560,2240,CARD,delivery,,
ORD-178387,2024-01-01 18:50:00,KFC-005,Peshawar,Pakistan,Chicky Meal,Meals,1197,750,897750,Cash,Dine-In,20.0,3.0
ORD-196070,2025-09-29 19:29:00,KFC-006,Dubai,UAE,Rice Bowl,Rice,5,560,2800,cash,TAKEAWAY,28.0,1.2
ORD-144823,2023-05-22 22:58:00,KFC-008,Manchester,UK,Krunch Burger,Burgers,4,380,1520,cash,dine-in,34.0,1.2
ORD-158721,26/09/2025,KFC-001,Islamabad,Pakistan,Coleslaw,Sides,2,180,360,cash,Takeaway,40.0,1.6
ORD-161652,2023-12-29 22:07:00,KFC-005,Peshawar,Pakistan,Regular Fries,Sides,1,220,220,Online,Dine-In,22.0,5.0
ORD-140834,2023-03-17 15:43:00,KFC-008,Manchester,UK,Hot Wings,Chicken,2,480,960,Credit Card,TAKEAWAY,51.0,3.9
ORD-182722,2024-06-02 21:43:00,KFC-004,Rawalpindi,Pakistan,Zinger Burger,Burgers,2,650,1300,Credit Card,Takeaway,37.0,
ORD-185954,2024-06-12 15:38:00,KFC-004,Rawalpindi ,Pakistan,Dinner Meal,Meals,3,990,2970,Card,delivery,16.0,1.4
ORD-102590,2024-10-22 13:21:00,KFC-003,Karachi,Pakistan,Rice Bowl,Rice,2,560,1120,Online,Delivery,31.0,3.7
ORD-170513,2025-09-15 16:10:00,KFC-003,Karachi,Pakistan,Fries (Large),Sides,5,320,1600,Card,Takeaway,54.0,2.0
ORD-154161,2024-08-27 12:11:00,KFC-006,Dubai,UAE,Zinger burger,Burgers,1,650,650,cash,Takeaway,,2.3
ORD-108554,2023-10-01 12:00:00,KFC-004,Rawalpindi ,Pakistan,Coleslaw,Sides,1,180,165,Cash,delivery,62.0,4.7
ORD-161715,01-Dec-2023,KFC-008,Manchester,UK,Krunch Burger,Burgers,2,380,760,Credit Card,Takeaway,63.0,2.7
ORD-147952,2025-02-26 14:43:00,KFC-002 ,Lahore,Pakistan,Pepsi (Regular),Beverages,3,150,450,CARD,delivery,42.0,3.0
ORD-139562,2023-12-27 17:28:00,KFC-002,Lahore,Pakistan,Fries (Regular),Sides,3,220,660,Online,delivery,50.0,3.8
ORD-147525,2025-04-20 21:17:00,KFC-008,Manchester,UK,Krunch Burger,Burgers,4,380,1520,Cash,Delivery,30.0,2.0
ORD-150816,2024-12-07 11:52:00,KFC-004,Rawalpindi,Pakistan,Coleslaw,Sides,2,180,360,Cash,Delivery,59.0,3.0
ORD-112865,2024-07-22 15:46:00,KFC-008,Manchester,UK,Krunch Burger,Burgers,3,380,1140,,Dine-In,39.0,3.9
ORD-136333,2025-02-25 14:57:00,KFC-003,,Pakistan,Dinner Meal,Meals,1,990,990,Card,Takeaway,60.0,
ORD-116801,2024-06-16 15:07:00,KFC-003,Karrachi,Pakistan,Fries (Regular),Sides,1,220,220,Credit Card,Takeaway,24.0,3.7
ORD-167534,2024-01-30 18:59:00,KFC-006,Dubai,UAE,Twister,Wraps,5,520,2600,Cash,TAKEAWAY,18.0,1.4
ORD-146800,2024-06-09 18:28:00,KFC-003,Karachi,Pakistan,Boneless Bucket,Buckets,5,1650,8250,Credit Card,Takeaway,22.0,
ORD-117610,2023-11-28 17:30:00,KFC-005,Peshawar,Pakistan,Hot Wings (5 pcs),Chicken,2,480,960,Online,dine-in,18.0,3.3
ORD-134769,2023-01-02 13:56:00,KFC-003,Karachi,Pakistan,Fries (Large),Sides,1,320,320,Card,Delivery,23.0,4.8
ORD-190092,2023-09-07 17:42:00,KFC-007,London,UK,Dinner Meal,Meals,3,990,2970,online ,Dine-In,18.0,4.4
ORD-126424,2023-08-15 12:47:00,KFC-008,Manchester,UK,Zinger Burger,Burgers,5,650,3250,Card,Delivery,44.0,4.0
ORD-185282,2023-07-05 14:06:00,KFC-005,Peshawar,Pakistan,Krunch Burger,Burgers,3,380,1140,cash,Dine-In,29.0,2.2
ORD-152212,2025-01-10 15:56:00,KFC-006,Dubai,UAE,Chicken Bucket (8 pcs),Buckets,3,1850,5421,cash,TAKEAWAY,20.0,3.7
ORD-182150,2024-03-10 20:43:00,KFC-008,Manchester,UK,Hot Wings (5 pcs),Chicken,3,480,1440,Credit Card,Delivery,18.0,2.8
ORD-129226,2024-04-06 14:54:00,KFC-004,Rawalpindi,Pakistan,Hot Wings (5 pcs),,4,480,1920,Credit Card,Takeaway,40.0,3.8
ORD-119310,2023-05-11 21:04:00,KFC-006,Dubai,UAE,Twister,Wraps,1,520,520,cash,Delivery,28.0,1.8
ORD-158115,2023-07-24 17:17:00,KFC-004,Rawalpindi,Pakistan,Pepsi (Large),Beverages,4,220,880,Card,Takeaway,44.0,4.5
ORD-173648,2025-08-02 14:02:00,KFC-006,Dubai,UAE,Chicky Meal,,3,750,2250,online ,Takeaway,,4.4
ORD-117599,2025-08-06 11:09:00,KFC-001,Islamabad,Pakistan,Coleslaw,Sides,543,180,97740,,Dine-In,38.0,
ORD-125043,2024-05-23 11:05:00,KFC-006,Dubai,UAE,Fries (Regular),Sides,3,220,660,Card,Takeaway,45.0,2.6
ORD-162504,2024-03-12 22:36:00,KFC-001,,Pakistan,Dinner Meal,Meals,5,990,4950,CARD,delivery,42.0,3.6
ORD-102700,2025-10-28 14:15:00,KFC-005,Peshawar,Pakistan,Coleslaw,Sides,2,180,360,Card,Delivery,45.0,3.7
ORD-107625,2024-07-08 13:43:00,KFC-007,London,UK,Pepsi (Large),Beverages,4,220,880,Online,Takeaway,50.0,2.3
ORD-150880,2023-04-15 11:00:00,KFC-001,Islamabad,Pakistan,Pepsi (Large),Beverages,3,220,660,Online,TAKEAWAY,17.0,3.5
ORD-115822,2024-10-25 10:02:00,KFC-007,London,UK,Mighty Zinger,Burgers,1,890,890,CARD,Takeaway,26.0,4.3
ORD-135563,31-Jul-2023,KFC-005,Peshawar,Pakistan,Fries (Regular),Sides,3,220,660,cash,TAKEAWAY,,3.3
ORD-181170,2025-08-25 14:07:00,KFC-005,Peshawar,Pakistan,Zinger Burger,,3,650,1950,Card,Takeaway,61.0,2.3
ORD-117447,2024-04-10 14:26:00,KFC-004,Rawalpindi,Pakistan,zinger burger,Burgers,5,650,3250,Credit Card,delivery,52.0,2.3
ORD-193595,2025-06-14 17:25:00,KFC-005 ,Peshawar,Pakistan,Zinger Burger,Burgers,1,650,650,Online,Dine-In,41.0,4.0
ORD-144537,2024-12-30 16:07:00,KFC-008,Manchester,UK,Coleslaw,Sides,4,180,720,Credit Card,delivery,16.0,
ORD-132157,2023-05-13 10:44:00,KFC-004,Rawalpindi,Pakistan,Rice Bowl,Rice,1,560,560,CARD,Delivery,32.0,3.6
ORD-106827,2024-03-06 16:08:00,KFC-004,Rawalpindi ,Pakistan,Pepsi (Regular),Beverages,3,150,450,cash,TAKEAWAY,63.0,
ORD-181107,2023-06-25 14:42:00,KFC-004,Rawalpindi,Pakistan,Mighty Zinger,Burgers,4,890,3560,Online,Dine-In,42.0,4.9
ORD-163314,2024-12-29 17:21:00,KFC-002,LAHORE,Pakistan,Rice Bowl,Rice,4,560,2240,Online,TAKEAWAY,27.0,2.4
ORD-120286,2025-03-05 14:52:00,KFC-004 ,Rawalpindi,Pakistan,Hot Wings,Chicken,1,480,480,Card,Takeaway,54.0,5.0
ORD-175233,2023-09-13 13:01:00,KFC-005,Peshawar,Pakistan,Krunch Burger,Burgers,1,380,380,Cash,TAKEAWAY,42.0,4.1
ORD-111861,2023-01-09 15:32:00,KFC-008,Manchester,UK,Mighty Zinger,Burgers,5,890,4450,Cash,dine-in,47.0,2.2
ORD-192194,2025-05-29 15:36:00,KFC-007,London,UK,Pepsi (Large),Beverages,2,220,440,Credit Card,Delivery,15.0,3.7
ORD-158171,08/09/2025,KFC-005,Peshawar,Pakistan,Dinner Meal,Meals,3,990,2970,Online,Dine-In,47.0,2.2
ORD-127829,2025-03-12 21:29:00,KFC-005,Peshawar,Pakistan,Fries (Large),Sides,1,320,320,CARD,TAKEAWAY,57.0,3.4
ORD-121323,2024-06-04 17:08:00,KFC-006,Dubai,UAE,Boneless Bucket,Buckets,1,1650,1650,online ,Takeaway,62.0,4.5
ORD-110658,2023-08-13 10:31:00,KFC-006,Dubai,UAE,Chicky Meal,Meals,5,750,3750,CARD,Takeaway,27.0,3.6
ORD-182513,2025-03-03 12:18:00,KFC-007,London,UK,Krunch Burger,Burgers,2,380,760,CARD,Takeaway,42.0,3.7
ORD-138761,05-Mar-2023,KFC-007,London,UK,Twister,Wraps,3,520,1560,cash,Takeaway,31.0,2.7
ORD-169117,2025-10-12 12:59:00,KFC-001,Islamabad,Pakistan,Pepsi (Regular),Beverages,2,150,300,online ,Dine-In,33.0,4.3
ORD-163129,2023-10-21 20:57:00,KFC-001,Islamabad,Pakistan,Pepsi (Large),Beverages,3,220,660,online ,Delivery,60.0,3.8
ORD-147330,2025-10-31 19:50:00,KFC-005,Peshawar,Pakistan,Mighty Zinger,Burgers,1,890,890,Credit Card,dine-in,24.0,4.3
ORD-133917,2025-04-06 16:02:00,KFC-003,Karachi,Pakistan,Pepsi (Large),Beverages,5,220,1100,online ,Dine-In,49.0,2.8
ORD-179083,2025-09-30 22:05:00,KFC-008,Manchester,UK,Chicken Bucket (8 pcs),Buckets,3,1850,5550,CARD,Takeaway,51.0,2.9
ORD-187120,2023-02-04 13:09:00,KFC-006,Dubai,UAE,Twister,Wraps,5,520,2600,Card,Delivery,21.0,3.8
ORD-150708,2024-09-07 16:10:00,KFC-008,Manchester,UK,Rice Bowl,Rice,2,560,1120,Cash,Dine-In,35.0,4.0
ORD-170603,2025-01-29 17:37:00,KFC-006,Dubai,UAE,Mighty Zinger,Burgers,2,890,1780,online ,dine-in,57.0,2.1
ORD-129980,2024/07/02 18:48,KFC-006,Dubai,UAE,Dinner Meal,Meals,3,990,2970,Credit Card,dine-in,50.0,1.6
ORD-154309,12/11/2023,KFC-003,Karachi ,Pakistan,Rice Bowl,Rice,4,560,2240,online ,TAKEAWAY,21.0,2.6
ORD-172859,2023-03-10 16:54:00,KFC-007,London,UK,Twister,Wraps,1,520,520,Online,TAKEAWAY,45.0,2.8
ORD-183036,2025-01-18 15:48:00,KFC-001,Islambad,Pakistan,Fries (Regular),Sides,3,220,660,Credit Card,Takeaway,37.0,4.5
ORD-113475,2024-04-25 11:01:00,KFC-002,Lahore,Pakistan,Boneless Bucket,Buckets,3,1650,4950,Card,delivery,52.0,4.2
ORD-100018,2025-04-17 17:38:00,KFC-002,Lahore,Pakistan,Rice Bowl,Rice,1,560,560,Online,dine-in,43.0,3.2
ORD-119533,2025-11-09 21:12:00,KFC-002,Lahore ,Pakistan,Pepsi (Regular),Beverages,5,150,750,Credit Card,TAKEAWAY,31.0,2.4
ORD-143429,2024-08-12 18:03:00,KFC-007,London,UK,Boneless Bucket,Buckets,3,1650,4950,CARD,delivery,26.0,3.9
ORD-135562,2025-07-17 20:07:00,KFC-003,Karachi ,Pakistan,Pepsi (Large),Beverages,1,220,220,Cash,dine-in,43.0,4.6
ORD-168197,2025-10-09 22:44:00,KFC-006,Dubai,UAE,Boneless Bucket,Buckets,2,1650,3300,Card,TAKEAWAY,24.0,
ORD-129355,2023-05-06 21:00:00,KFC-006,Dubai,UAE,Coleslaw,Sides,1,180,180,CARD,dine-in,31.0,1.9
ORD-113616,2023-03-10 15:23:00,KFC-003,Karachi,Pakistan,Coleslaw,Sides,1,180,180,Card,TAKEAWAY,64.0,3.3
ORD-180294,2025-05-22 22:48:00,KFC-001,Islamabad,Pakistan,zinger burger,Burgers,3,650,1950,cash,TAKEAWAY,,
ORD-139019,02-Jul-2023,KFC-008,Manchester,UK,Boneless Bucket,Buckets,2,1650,3300,CARD,delivery,62.0,1.3
ORD-108444,2025-07-16 14:18:00,KFC-006,Dubai,UAE,Chicky Meal,Meals,2,750,1500,CARD,delivery,44.0,2.4
ORD-102509,2024-09-17 22:08:00,KFC-007,London,UK,Rice Bowl,Rice,3,560,1680,cash,dine-in,27.0,3.9
ORD-144688,2025-11-19 11:03:00,KFC-001,Islamabad,Pakistan,Fries (Regular),Sides,4,220,880,cash,Delivery,34.0,4.2
ORD-171020,2025-09-25 17:41:00,KFC-006,Dubai,UAE,Twister,Wraps,2,520,1040,Credit Card,dine-in,34.0,2.7
ORD-199805,2025-03-16 20:58:00,KFC-004,Rawalpindi ,Pakistan,Dinner Meal,Meals,3,990,2970,cash,TAKEAWAY,39.0,
ORD-185678,2023-11-27 21:16:00,KFC-004,rawalpindi,Pakistan,Chicky Meal,Meals,1,750,750,Cash,Dine-In,47.0,4.8
ORD-134295,2025-12-13 10:43:00,KFC-002,,Pakistan,Chicky Meal,Meals,4,750,3000,Credit Card,TAKEAWAY,62.0,
ORD-104433,2023-10-01 17:07:00,KFC-001 ,Islamabad,Pakistan,Pepsi (Regular),Beverages,1,150,150,Cash,TAKEAWAY,43.0,1.9
ORD-168650,2024-04-16 13:26:00,KFC-002,Lahore,Pakistan,Twister,Wraps,3,520,1560,Credit Card,Delivery,33.0,3.4
ORD-122231,2023-11-25 16:09:00,KFC-002,Lahore,Pakistan,zinger burger,Burgers,5,650,3250,CARD,dine-in,44.0,2.8
ORD-109096,2023-12-08 20:53:00,KFC-006,Dubai,UAE,Hot Wings (5 pcs),Chicken,1,480,480,Online,dine-in,35.0,
